                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                     2490                  3.4100000000000001E+000                  2.0000000000000000E-002                  4.6570837976443490E+003                  4.6570837976443490E+003                  1.3387816161260731E+004                  1.3835695874786211E+002                  2.1864229849393504E+000                 -3.5420274998288761E+000                  6.9909138344308397E-001                  2.4806006643818322E-006                  2.8034853470514026E-001                  7.9166672084306577E-005                  4.9651395909719176E-003                  9.3510487348005666E-003                  2.0850244238747799E-003                  3.4100000000000001E+000                  0.0000000000000000E+000                  2.3862172241775723E+000                  7.9099684740820410E-005                  9.5500719530691980E-001                  8.7576082829525382E-003                  6.9611855456256063E-003                  3.1964427278918364E-002                  7.1099332854136386E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7521897815638771E+004                  9.0522069635599025E+005                  2.4646393147556022E+008                  1.7547946630727654E+002                  1.7547946630727665E+002                  3.9579029793269333E-036                  1.2148608678262212E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4696638765254132E+011                               "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220413"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    gradT                                    grada                                    gradr                                    gradL                               luminosity                                       pp                                      cno                                     grav                                 brunt_N2                                       mu 
                                       1                  3.4100000000000001E+000                  3.3973418426265817E-001                  4.1306558156236806E+000                 -9.1120427013424532E+000                  3.1295179661250820E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.3359980433703078E-001                  2.5605799728121675E-001                  1.3359980433703078E-001                  2.5605799728121675E-001                  1.3835695874786211E+002                  1.1329433221322353E-028                  0.0000000000000000E+000                  1.9559314854674598E+004                  3.6769606864436158E-005                  6.8646816624979334E-001 
                                       2                  3.4099999999986359E+000                  3.3969970796831467E-001                  4.1364289317924579E+000                 -9.0748786779076607E+000                  3.1715362837512049E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.3940698788588218E-001                  2.5388747656197547E-001                  1.3940698788588218E-001                  2.5461098346838923E-001                  1.3835695874785469E+002                  1.2341650052343185E-028                  0.0000000000000000E+000                  1.9562420518029550E+004                  3.4156193581448434E-005                  6.8596643320650330E-001 
                                       3                  3.4099999999979542E+000                  3.3968388084388562E-001                  4.1392438995185543E+000                 -9.0577523010365457E+000                  3.1911159628163244E+000                  6.9999999999984253E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.4471765226939617E-001                  2.5238970985813408E-001                  1.4471765226939617E-001                  2.5288896542608119E-001                  1.3835695874785463E+002                  1.2838080360811431E-028                  0.0000000000000000E+000                  1.9563846408338824E+004                  3.1681539944257305E-005                  6.8570724420365703E-001 
                                       4                  3.4099999999976127E+000                  3.3967627266356398E-001                  4.1410945929904948E+000                 -9.0468124235726357E+000                  3.2036961300823044E+000                  6.9999999999984253E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.4712205625717445E-001                  2.5123187836894961E-001                  1.4712205625717445E-001                  2.5181079411354185E-001                  1.3835695874785458E+002                  1.3165588666081188E-028                  0.0000000000000000E+000                  1.9564531878150719E+004                  3.0491023689569590E-005                  6.8553122617282869E-001 
                                       5                  3.4099999999972721E+000                  3.3966885335452984E-001                  4.1425791634609723E+000                 -9.0381807729610131E+000                  3.2136564861979418E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.4938982051631841E-001                  2.5020428898149122E-001                  1.4938982051631841E-001                  2.5059951566897520E-001                  1.3835695874785455E+002                  1.3429881609231061E-028                  0.0000000000000000E+000                  1.9565200354465931E+004                  2.9322829377064105E-005                  6.8538690332763474E-001 
                                       6                  3.4099999999970585E+000                  3.3966430735092307E-001                  4.1437111929554495E+000                 -9.0316924332642152E+000                  3.2211661208712479E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.5074728783491864E-001                  2.4936400138763243E-001                  1.5074728783491864E-001                  2.4978414518456182E-001                  1.3835695874785452E+002                  1.3632035689176389E-028                  0.0000000000000000E+000                  1.9565609958574878E+004                  2.8602942459962426E-005                  6.8527478944440512E-001 
                                       7                  3.4099999999968458E+000                  3.3965982861998062E-001                  4.1453938381605937E+000                 -9.0221963579298112E+000                  3.2321930215110672E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.5205503032691747E-001                  2.4802841953627452E-001                  1.5205503032691747E-001                  2.4891880743717978E-001                  1.3835695874785449E+002                  1.3933398915732402E-028                  0.0000000000000000E+000                  1.9566013509666638E+004                  2.7890695764146471E-005                  6.8510465786158492E-001 
                                       8                  3.4099999999964195E+000                  3.3965106449105487E-001                  4.1486998599387519E+000                 -9.0039949561485297E+000                  3.2534425187775962E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.5453880314201371E-001                  2.4512544802850844E-001                  1.5453880314201371E-001                  2.4706076236701918E-001                  1.3835695874785443E+002                  1.4529779417698092E-028                  0.0000000000000000E+000                  1.9566803215877957E+004                  2.6488728416346451E-005                  6.8475776700835311E-001 
                                       9                  3.4099999999955668E+000                  3.3963425418141002E-001                  4.1519027237604540E+000                 -8.9867244428505924E+000                  3.2737036879920312E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.5914041088972963E-001                  2.4200606810071673E-001                  1.5914041088972963E-001                  2.4304586140998063E-001                  1.3835695874785438E+002                  1.5119243630538538E-028                  0.0000000000000000E+000                  1.9568318025600431E+004                  2.3771985448767198E-005                  6.8440594882007133E-001 
                                      10                  3.4099999999951405E+000                  3.3962617601980588E-001                  4.1539993890110560E+000                 -8.9757064262190909E+000                  3.2867053038772571E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.6127362842881690E-001                  2.3981448557546550E-001                  1.6127362842881690E-001                  2.4091027683809113E-001                  1.3835695874785432E+002                  1.5507736965909586E-028                  0.0000000000000000E+000                  1.9569046006183849E+004                  2.2455745988336646E-005                  6.8416524152990266E-001 
                                      11                  3.4099999999947146E+000                  3.3961829978867863E-001                  4.1560606539993010E+000                 -8.9650490823651463E+000                  3.2993298760406793E+000                  6.9999999999984241E-001                  2.8000000000015773E-001                  1.9999999999999796E-002                  1.6328523769889686E-001                  2.3755858681348305E-001                  1.6328523769889686E-001                  2.3868653619447427E-001                  1.3835695874785426E+002                  1.5893008186243042E-028                  0.0000000000000000E+000                  1.9569755815451386E+004                  2.1168737494947769E-005                  6.8392027394493649E-001 
