                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       0                                     3794                  4.6999999999999997E-001                  2.0000000000000000E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8782464965405538E+003                  3.5768661999327864E-002                  4.1892250382683477E-001                 -9.7962787488212266E-001                  6.9918830787814923E-001                  7.1986795151077481E-004                  2.8009154265188968E-001                  3.4451942377743895E-003                  1.0123133975845225E-003                  9.3805276301377784E-003                  2.0850244238743709E-003                  4.6999999999999997E-001                  0.0000000000000000E+000                  3.2894283884468661E-001                  6.8110033098531481E-005                  1.3158904336012595E-001                  1.6199886067212103E-003                  4.7491542356728884E-004                  4.4088479928330411E-003                  9.7996147922125502E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9582996074498619E+003                  3.4716844064715403E+008                  1.3139993886515292E+011                 -1.0000000000000000E+000                 -1.0000000000000000E+000                 -1.0000000000000000E+000                  4.5568080485412906E-004                  5.0000000000000000E+001                  1.0000000000000000E+003                  0.0000000000000000E+000                               "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220412"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    gradT                                    grada                                    gradr                                    gradL                               luminosity                                       pp                                      cno                                       mu 
                                       1                  4.6999999999999997E-001                 -3.7786630942796912E-001                  3.5851846136647918E+000                 -5.7008578473583524E+000                  5.6252404675621843E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1358274587201928E-001                  1.0545523413262803E-001                  1.2910137065822944E-001                  1.0545523413262803E-001                  3.5768661999327864E-002                  2.9277883302399691E-025                  0.0000000000000000E+000                  1.5098100268945303E+000 
                                       2                  4.6999999999988251E-001                 -3.7786647343269197E-001                  3.5854902202381878E+000                 -5.6986314036045114E+000                  5.6279316502566861E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1366722452820399E-001                  1.0558513898874200E-001                  1.2945553852984282E-001                  1.0549520485758618E-001                  3.5768661999327864E-002                  2.9428566431745686E-025                  0.0000000000000000E+000                  1.5092568922975396E+000 
                                       3                  4.6999999999961811E-001                 -3.7786684062588100E-001                  3.5860519527540413E+000                 -5.6945603495974684E+000                  5.6328575830786409E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1404086769018773E-001                  1.0582520174837720E-001                  1.3105605729761399E-001                  1.0567516252360520E-001                  3.5768661999327857E-002                  2.9706100278172098E-025                  0.0000000000000000E+000                  1.5082384770646389E+000 
                                       4                  4.6999999999917746E-001                 -3.7786744683558632E-001                  3.5868648043145877E+000                 -5.6887137446041738E+000                  5.6399423186820448E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1464203124658495E-001                  1.0617545954413939E-001                  1.3375095737583337E-001                  1.0597531223227527E-001                  3.5768661999327850E-002                  3.0109265785515624E-025                  0.0000000000000000E+000                  1.5067622737692301E+000 
                                       5                  4.6999999999858993E-001                 -3.7786824433553362E-001                  3.5882432204528159E+000                 -5.6789329035849407E+000                  5.6518267639733804E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1540728648510659E-001                  1.0677771067642765E-001                  1.3740187650889799E-001                  1.0637620992156881E-001                  3.5768661999327843E-002                  3.0796004190352834E-025                  0.0000000000000000E+000                  1.5042484569212886E+000 
                                       6                  4.6999999999741499E-001                 -3.7786980387898822E-001                  3.5901258136690752E+000                 -5.6658845451703579E+000                  5.6677592013917906E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1702545512588378E-001                  1.0761867010758863E-001                  1.4595113478093943E-001                  1.0729522417252674E-001                  3.5768661999327829E-002                  3.1736628592036229E-025                  0.0000000000000000E+000                  1.5007839112090020E+000 
                                       7                  4.6999999999668057E-001                 -3.7787074958300632E-001                  3.5910204701997186E+000                 -5.6596273940029924E+000                  5.6753762852974532E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1788221126320582E-001                  1.0802117167192464E-001                  1.5097424015842717E-001                  1.0781992088975664E-001                  3.5768661999327815E-002                  3.2197836959050071E-025                  0.0000000000000000E+000                  1.4991770994408564E+000 
                                       8                  4.6999999999594616E-001                 -3.7787169089047962E-001                  3.5920471272105647E+000                 -5.6523632790816478E+000                  5.6841893918235282E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1844482806436349E-001                  1.0848418078251558E-001                  1.5452473494862079E-001                  1.0817550804212162E-001                  3.5768661999327801E-002                  3.2741687243530924E-025                  0.0000000000000000E+000                  1.4973753198903985E+000 
                                       9                  4.6999999999447750E-001                 -3.7787351369697886E-001                  3.5940552794655498E+000                 -5.6388620870422752E+000                  5.7007636599071789E+000                  6.9999757737983770E-001                  2.8000242262015262E-001                  2.0000000000009677E-002                  1.1984294021019976E-001                  1.0942018466754666E-001                  1.6398098637815312E-001                  1.0910818337253630E-001                  3.5768661999327774E-002                  3.3777034171129828E-025                  0.0000000000000000E+000                  1.4937086049734789E+000 
