                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     232                                      884                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.0000000000000000E+010                  2.0656534926839355E+008                  4.8736494420690187E+003                  4.2742190812174044E-004                  2.8998329162338767E-002                  3.5760166046987899E+002                  6.9950360872683670E-001                  7.5590881420686750E-005                  2.8034606869159773E-001                  2.9984755683232661E-003                  1.5335056889466563E-003                  9.3805041897443223E-003                  2.0850244238750531E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9990186909297958E-001                  7.0614010391833917E-005                  2.8001871301547182E-001                  3.3940580443726945E-003                  1.0719746444588444E-003                  9.3805249391947822E-003                  2.0850244238750397E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9421567899336736E+001                  1.8999892956043330E+012                  2.3396086653451910E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1557600000000000E+017                               "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220202"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       mu 
                                       1                  1.0000000000000000E+000                 -1.5376270247383201E+000                  3.7107542165885716E+000                 -3.9864187263304087E+000                  7.4373137904304629E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3846772974567583E+000 
                                       2                  9.9999999999998435E-001                 -1.5376282922036100E+000                  3.7448679817818609E+000                 -3.7963486247424072E+000                  7.6737672844923059E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.4021959828516746E+000 
                                       3                  9.9999999999996869E-001                 -1.5376291104217488E+000                  3.7687810141399898E+000                 -3.6770096983100427E+000                  7.8260081808865101E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.4090213256385193E+000 
                                       4                  9.9999999999995304E-001                 -1.5376297320522785E+000                  3.7878244044140010E+000                 -3.5899867193114270E+000                  7.9385124378511707E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.4077373751323345E+000 
                                       5                  9.9999999999993738E-001                 -1.5376302408100464E+000                  3.8039326849291517E+000                 -3.5217082832680515E+000                  8.0277875841328132E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.4005158613332451E+000 
                                       6                  9.9999999999992173E-001                 -1.5376306755544809E+000                  3.8179284677789300E+000                 -3.4658021033775874E+000                  8.1018035900906984E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3899774673259833E+000 
                                       7                  9.9999999999990608E-001                 -1.5376310577882699E+000                  3.8303117620352762E+000                 -3.4186031715183405E+000                  8.1650231521648511E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3775551215507504E+000 
                                       8                  9.9999999999989042E-001                 -1.5376314006596499E+000                  3.8414545078362923E+000                 -3.3778008393335184E+000                  8.2201986986718847E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3639303360495747E+000 
                                       9                  9.9999999999987477E-001                 -1.5376317127856038E+000                  3.8516401505107098E+000                 -3.3419008932947829E+000                  8.2691481231150359E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3493021657964759E+000 
                                      10                  9.9999999999985911E-001                 -1.5376320001485944E+000                  3.8610800971599932E+000                 -3.3098789860827149E+000                  8.3131351637845050E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3336810982955791E+000 
                                      11                  9.9999999999984346E-001                 -1.5376322670861988E+000                  3.8699258280564268E+000                 -3.2810089999558483E+000                  8.3530740051976871E+000                  6.9999999361800735E-001                  2.8000000638199279E-001                  1.9999999999999796E-002                  2.3170855741528129E+000 
