                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       0                                     2460                  5.3099999999999996E+000                  2.0000000000000000E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8097310605666491E+004                  7.5259494774874361E+002                  2.7906523026090029E+000                 -4.2629724820465205E+000                  6.9908378534298854E-001                  9.2286814381661043E-007                  2.8035442737221672E-001                  5.0669446630915132E-005                  5.0087909560803823E-003                  9.3391577610009713E-003                  2.0850244238754404E-003                  5.3099999999999987E+000                  0.0000000000000000E+000                  3.7156455237371651E+000                  1.0981400615862477E-004                  1.4871818802619441E+000                  1.3083401233303246E-002                  1.1504394618612922E-002                  4.9753458538940441E-002                  1.1071479690776960E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0247359321329426E+004                  3.1615708763571252E+005                  7.0555881565295339E+007                 -1.0000000000000000E+000                 -1.0000000000000000E+000                 -1.0000000000000000E+000                  2.7903182068867036E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  0.0000000000000000E+000                               "r21.12.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220413"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    gradT                                    grada                                    gradr                                    gradL                               luminosity                                       pp                                      cno                                     grav                                 brunt_N2                                       mu 
                                       1                  5.3099999999999987E+000                  4.4570572955029414E-001                  4.2538848671663736E+000                 -8.9535955796878408E+000                  3.4447629811482940E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.4391679660065346E-001                  2.4606498425564993E-001                  1.4391679660065346E-001                  2.4606498425564993E-001                  7.5259494774874361E+002                  1.6317738787080793E-028                  0.0000000000000000E+000                  1.8696085663655085E+004                  2.1810535353502268E-005                  6.5756390135472975E-001 
                                       2                  5.3099999999957515E+000                  4.4566966821524134E-001                  4.2595034565124061E+000                 -8.9176675553689435E+000                  3.4848637982604456E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.5084012181705705E-001                  2.5309158547211730E-001                  1.5084012181705705E-001                  2.5069264344189784E-001                  7.5259494774874327E+002                  1.7725119993604668E-028                  0.0000000000000000E+000                  1.8699190753954150E+004                  2.0921163326406397E-005                  6.5704120587722292E-001 
                                       3                  5.3099999999935488E+000                  4.4565245852617780E-001                  4.2628924076739860E+000                 -8.8975028146174786E+000                  3.5077030504119224E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.5722789517360578E-001                  2.5742000811631993E-001                  1.5722789517360578E-001                  2.5525579679421861E-001                  7.5259494774874304E+002                  1.8567550350375533E-028                  0.0000000000000000E+000                  1.8700672789866931E+004                  2.0165002372741378E-005                  6.5674257846581374E-001 
                                       4                  5.3099999999913470E+000                  4.4563597386185660E-001                  4.2655561228524252E+000                 -8.8821619473030573E+000                  3.5251970304702098E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.6298262203739633E-001                  2.6082936995136341E-001                  1.6298262203739633E-001                  2.5969291600634892E-001                  7.5259494774874304E+002                  1.9235169159130598E-028                  0.0000000000000000E+000                  1.8702092499424620E+004                  1.9560097314153283E-005                  6.5651926012102291E-001 
                                       5                  5.3099999999902465E+000                  4.4562804093413910E-001                  4.2672915435996890E+000                 -8.8724739892598716E+000                  3.5363168072457101E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.6577440719684622E-001                  2.6305635313804165E-001                  1.6577440719684622E-001                  2.6194286154470253E-001                  7.5259494774874304E+002                  1.9669091880766998E-028                  0.0000000000000000E+000                  1.8702775745762585E+004                  1.9288599329403948E-005                  6.5637862407900693E-001 
                                       6                  5.3099999999891452E+000                  4.4562028299148448E-001                  4.2696949411810099E+000                 -8.8594346361868901E+000                  3.5513736205504296E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.6832011527873358E-001                  2.6614054111432511E-001                  1.6832011527873358E-001                  2.6408441579680281E-001                  7.5259494774874270E+002                  2.0268617512705573E-028                  0.0000000000000000E+000                  1.8703443945147250E+004                  1.9059056511824268E-005                  6.5619030359147079E-001 
                                       7                  5.3099999999869425E+000                  4.4560526386370103E-001                  4.2730651608378372E+000                 -8.8416177458070244E+000                  3.5720608507177527E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.7312898779809910E-001                  2.7043049739891045E-001                  1.7312898779809910E-001                  2.6828551925661775E-001                  7.5259494774874258E+002                  2.1117459234400885E-028                  0.0000000000000000E+000                  1.8704737625539183E+004                  1.8657490857660058E-005                  6.5594039005755334E-001 
                                       8                  5.3099999999847407E+000                  4.4559085009700244E-001                  4.2765161897890804E+000                 -8.8239626174588572E+000                  3.5927052083089115E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.7788689221717202E-001                  2.7475713807497060E-001                  1.7788689221717202E-001                  2.7259381773694052E-001                  7.5259494774874236E+002                  2.1993656962980814E-028                  0.0000000000000000E+000                  1.8705979246982537E+004                  1.8291139429794314E-005                  6.5570071201243296E-001 
                                       9                  5.3099999999825398E+000                  4.4557701035988007E-001                  4.2798193078574549E+000                 -8.8075811486253208E+000                  3.6119899448633506E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  1.8235026277627228E-001                  2.7880047146731002E-001                  1.8235026277627228E-001                  2.7677880477114025E-001                  7.5259494774874213E+002                  2.2839128862239773E-028                  0.0000000000000000E+000                  1.8707171498298794E+004                  1.7974599304971292E-005                  6.5548606090786954E-001 
                                      10                  5.3099999999803371E+000                  4.4556364090077699E-001                  4.2822127144190691E+000                 -8.7959732224122344E+000                  3.6257220035611399E+000                  6.9999999999999996E-001                  2.8000000000000014E-001                  1.9999999999999907E-002                  1.8643051832372268E-001                  2.8164883573961380E-001                  1.8643051832372268E-001                  2.8069938098217917E-001                  7.5259494774874213E+002                  2.3457833901435482E-028                  0.0000000000000000E+000                  1.8708323308752209E+004                  1.7702160618144545E-005                  6.5533932416702934E-001 
                                      11                  5.3099999999792358E+000                  4.4555712535294567E-001                  4.2837020997673418E+000                 -8.7888961742857443E+000                  3.6341322782722032E+000                  6.9999999999999996E-001                  2.8000000000000014E-001                  1.9999999999999907E-002                  1.8828973885746120E-001                  2.8338641519263386E-001                  1.8828973885746120E-001                  2.8251762546612380E-001                  7.5259494774874179E+002                  2.3843237768515242E-028                  0.0000000000000000E+000                  1.8708884664276437E+004                  1.7583181553801890E-005                  6.5525144044806594E-001 
                                      12                  5.3099999999781353E+000                  4.4555073435455028E-001                  4.2856285468470476E+000                 -8.7799170789229528E+000                  3.6448492147431151E+000                  7.0000000000000018E-001                  2.8000000000000019E-001                  1.9999999999999574E-002                  1.8996472545170498E-001                  2.8559385568102597E-001                  1.8996472545170498E-001                  2.8418912082477649E-001                  7.5259494774874179E+002                  2.4341350881194514E-028                  0.0000000000000000E+000                  1.8709435305445390E+004                  1.7480962541009007E-005                  6.5514156547654701E-001 
                                      13                  5.3099999999762080E+000                  4.4553979516962999E-001                  4.2882603180603702E+000                 -8.7677743998595652E+000                  3.6593740021651255E+000                  7.0000000000000018E-001                  2.8000000000000019E-001                  1.9999999999999574E-002                  1.9282334221989050E-001                  2.8852635408603905E-001                  1.9282334221989050E-001                  2.8706010488353251E-001                  7.5259494774874167E+002                  2.5031555450551284E-028                  0.0000000000000000E+000                  1.8710377850814537E+004                  1.7309168610128619E-005                  6.5499915197336156E-001 
                                      14                  5.3099999999742815E+000                  4.4552917638092898E-001                  4.2910104072195745E+000                 -8.7552970980264817E+000                  3.6743550081364895E+000                  7.0000000000000018E-001                  2.8000000000000014E-001                  1.9999999999999685E-002                  1.9576748877709069E-001                  2.9148944850939590E-001                  1.9576748877709069E-001                  2.9000790129771747E-001                  7.5259494774874145E+002                  2.5761173405137640E-028                  0.0000000000000000E+000                  1.8711292835525110E+004                  1.7130734039412929E-005                  6.5485913826635989E-001 
                                      15                  5.3099999999723542E+000                  4.4551883306062962E-001                  4.2936546254246135E+000                 -8.7435315984248057E+000                  3.6885438411127183E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  1.9859788500182121E-001                  2.9423887172790802E-001                  1.9859788500182121E-001                  2.9286416011865196E-001                  7.5259494774874111E+002                  2.6468639589329298E-028                  0.0000000000000000E+000                  1.8712184127084289E+004                  1.6961535907944475E-005                  6.5473243455021224E-001 
                                      16                  5.3099999999704286E+000                  4.4550876131596712E-001                  4.2973616518801219E+000                 -8.7274511490958453E+000                  3.7080502526409731E+000                  7.0000000000000018E-001                  2.8000000000000019E-001                  1.9999999999999574E-002                  2.0114297651833371E-001                  2.9792077580995757E-001                  2.0114297651833371E-001                  2.9546617308859119E-001                  7.5259494774874111E+002                  2.7467095413060157E-028                  0.0000000000000000E+000                  1.8713052057568038E+004                  1.6812655649461322E-005                  6.5456686685322496E-001 
                                      17                  5.3099999999665748E+000                  4.4548936259128519E-001                  4.3009992839682578E+000                 -8.7118793249789892E+000                  3.7269955108216251E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  2.0573228936112711E-001                  3.0131814768804499E-001                  2.0573228936112711E-001                  3.0018569039534915E-001                  7.5259494774874065E+002                  2.8469852519895853E-028                  0.0000000000000000E+000                  1.8714723852039766E+004                  1.6542744041774036E-005                  6.5441782007761751E-001 
                                      18                  5.3099999999646483E+000                  4.4548000129455417E-001                  4.3033528413410203E+000                 -8.7020209205811607E+000                  3.7390510955758782E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.0784137047139289E-001                  3.0339978480044516E-001                  2.0784137047139289E-001                  3.0235896624424508E-001                  7.5259494774874054E+002                  2.9123532028805681E-028                  0.0000000000000000E+000                  1.8715530667992716E+004                  1.6416052483488787E-005                  6.5432746700280375E-001 
                                      19                  5.3099999999627210E+000                  4.4547085654808932E-001                  4.3067601223706529E+000                 -8.6880383082644794E+000                  3.7562336179057683E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.0976190148365925E-001                  3.0625245638209703E-001                  2.0976190148365925E-001                  3.0435067532766247E-001                  7.5259494774874020E+002                  3.0076497735340701E-028                  0.0000000000000000E+000                  1.8716318853854729E+004                  1.6299335553200708E-005                  6.5420475506439535E-001 
                                      20                  5.3099999999588681E+000                  4.4545317926412814E-001                  4.3103426370416633E+000                 -8.6734159353908638E+000                  3.7742223763858953E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.1344049558558320E-001                  3.0905031361984803E-001                  2.1344049558558320E-001                  3.0811769454059768E-001                  7.5259494774874008E+002                  3.1106437906600031E-028                  0.0000000000000000E+000                  1.8717842553377413E+004                  1.6062685198916448E-005                  6.5408634798802123E-001 
                                      21                  5.3099999999569416E+000                  4.4544458736835418E-001                  4.3124530638080607E+000                 -8.6649757157221057E+000                  3.7846570128114574E+000                  7.0000000000000018E-001                  2.8000000000000014E-001                  1.9999999999999685E-002                  2.1512188603623367E-001                  3.1060503804617212E-001                  2.1512188603623367E-001                  3.0982767583301007E-001                  7.5259494774873997E+002                  3.1716910647536796E-028                  0.0000000000000000E+000                  1.8718583179561858E+004                  1.5949588144761205E-005                  6.5402095504627977E-001 
                                      22                  5.3099999999550143E+000                  4.4543618895709303E-001                  4.3154774833433169E+000                 -8.6530899830237882E+000                  3.7994143412295158E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.1656985418500438E-001                  3.1271426786754680E-001                  2.1656985418500438E-001                  3.1130811465329700E-001                  7.5259494774873963E+002                  3.2596963727858992E-028                  0.0000000000000000E+000                  1.8719307155596311E+004                  1.5850162352306653E-005                  6.5393252338034924E-001 
                                      23                  5.3099999999511605E+000                  4.4541990212648652E-001                  4.3199535500679422E+000                 -8.6356203041047390E+000                  3.8211382258851105E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.1943139628699290E-001                  3.1558903526820919E-001                  2.1943139628699290E-001                  3.1415165156787800E-001                  7.5259494774873929E+002                  3.3934982696523154E-028                  0.0000000000000000E+000                  1.8720711224163791E+004                  1.5637355799410950E-005                  6.5381278342801230E-001 
